delta,theta,alpha,beta,gama
3.0760064252e+34,-1.82791184332,-4.65002537978,6.65339875407,-2.87109608096
3.09208825166e+34,-1.93892773711,-8.62705540272,7.66175463099,5.65797209798
3.10295630082e+34,-2.02939587168,-12.112618483,6.59368478029,9.61051207045
3.10814010917e+34,-2.0914692061,-14.8537943674,4.25190086316,5.94399087838
3.10713912499e+34,-2.11708862005,-16.6541681269,1.59640026237,-1.91655364921
3.09942088592e+34,-2.09853517603,-17.3867437209,-0.704657931424,-6.75905349418
3.08441908845e+34,-2.02900064372,-17.0008021292,-2.47393959423,-4.77097272244
3.06153154492e+34,-1.90315005903,-15.5228057004,-3.93180030243,0.632834779262
3.03011802361e+34,-1.71765172247,-13.0519272951,-5.38799866128,3.23796713973
2.98949796786e+34,-1.47164566679,-9.75103038887,-6.87422751049,1.37501409365
2.93894809007e+34,-1.16711720404,-5.83404020439,-7.92048255368,-1.05333621133
2.87769983669e+34,-0.809141726327,-1.55070497377,-7.64690512157,-0.623211806686
2.80493672048e+34,-0.405971198728,2.83021833471,-5.19895825147,1.14473292807
2.71979151639e+34,0.0310574904376,7.03828861594,-0.351345699167,0.812975874157
2.62134331774e+34,0.48779673523,10.8181248658,6.03992458219,-1.3654846841
2.50861444938e+34,0.947733618476,13.9445301306,12.0562809796,-1.61647538034
2.38056723483e+34,1.39258761902,16.2351669905,15.3454632427,1.56970967604
2.2361006145e+34,1.80304087071,17.5602606234,14.1729729593,4.31427879824
2.07404661241e+34,2.15957766897,17.8490432116,8.39010329107,1.76085087942
1.8931666488e+34,2.44340000587,17.0927717195,-0.25451884515,-5.12174406352
1.69214769636e+34,2.63737569749,15.344239697,-8.72757519525,-9.07575049889
1.46959827809e+34,2.72697263194,12.713861008,-13.9954607985,-4.02740162403
1.22404430473e+34,2.70113481686,9.36259376658,-14.3416275212,7.25783527718
9.53924750091e+33,2.55305697299,5.49211190135,-10.0694732067,14.2329394045
6.57587162849e+33,2.28081307872,1.33271203246,-3.28098023204,8.62557163784
3.33283013267e+33,1.88779504108,-2.87046830769,3.12236373355,-6.1811390055
-2.08371261453e+32,1.38292657903,-6.87218392409,6.73445911069,-16.8683471592
-4.06728567087e+33,0.780631087624,-10.4418665752,6.64813186514,-12.8175310154
-8.26457659815e+33,0.100543018913,-13.3775114468,3.72010626809,2.66515389906
-1.28220711598e+34,-0.633037918125,-15.5177580226,0.00294434701938,15.0169154807
-1.7762815004e+34,-1.39193542692,-16.7513166789,-2.33581765435,13.1749425389
-2.31111289191e+34,-2.14509517463,-17.0229962317,-2.04973655558,0.647514003674
-2.88926671354e+34,-2.8597471352,-16.3358405081,0.67163010492,-9.37924093868
-3.51344773157e+34,-3.50268004459,-14.7492629677,4.38158957411,-8.77045083345
-4.18650622346e+34,-4.04157328399,-12.3734570538,7.09936928056,-1.69196756206
-4.91144431377e+34,-4.44633256837,-9.36071718904,7.21524987338,2.79016701177
-5.69142247765e+34,-4.69037793214,-5.89454978228,4.18925526807,1.93542118128
-6.52976621065e+34,-4.75182877131,-2.17749305208,-1.1996753538,0.520684460988
-7.42997286385e+34,-4.61452845858,1.58148848369,-7.11575477569,2.26289764728
-8.39571864289e+34,-4.26885943499,5.17918963383,-11.353754082,4.05732979212
-9.43086576922e+34,-3.71231437702,8.42912990234,-12.2184221633,0.92339952391
-1.05394698017e+35,-2.94980441662,11.1706310677,-9.2492768602,-5.49123816575
-1.17257871164e+35,-1.99370295667,13.2755230473,-3.4681103673,-7.38771253794
-1.29942825428e+35,-0.863639755785,14.6522422361,2.99742131993,-0.802253753149
-1.43496371523e+35,0.413933706077,15.2474432013,7.80526242582,7.94830395203
-1.57967561983e+35,1.80638541105,15.0455761606,9.43327741457,8.68367760607
-1.73407772027e+35,3.27572477312,14.0670418417,7.85092960603,-0.518375597943
-1.89870781864e+35,4.77957762881,12.3655532337,4.46818967193,-10.2350910189
-2.07412860404e+35,6.27228784095,10.0252369996,1.37019092667,-9.74683528942
-2.26092850318e+35,7.70611928081,7.15777300557,0.216573702083,1.07501220956
-2.45972254426e+35,9.03253077004,3.89955864469,1.36398552091,11.4150325462
-2.67115323345e+35,10.203497949,0.408613323694,3.67380885679,10.9752520181
-2.89589144358e+35,11.1728592355,-3.13924249608,5.12322332232,0.497875937372
-3.13463731445e+35,11.8976639997,-6.55549058977,3.91097960903,-9.76079646639
-3.38812116417e+35,12.3395000492,-9.64581993486,-0.516401882318,-10.9311361961
-3.65710441082e+35,12.465773024,-12.2191880183,-7.05580411386,-3.54693975924
-3.94238050386e+35,12.2509026243,-14.0991041507,-13.3737256121,4.84593766829
-4.24477586439e+35,11.6773978353,-15.1367336406,-16.9369833092,8.06531373891
-4.56515083359e+35,10.7367756132,-15.2248664127,-16.114315004,5.94131211251
-4.90440062821e+35,9.4302891544,-14.3113255974,-10.8316263279,1.69922751522
-5.26345630248e+35,7.76943422952,-12.4100876848,-2.53274443848,-2.50519549638
-5.643285715e+35,5.7762077865,-9.6082898392,6.46016017737,-5.9620617572
-6.04489449969e+35,3.48310151278,-6.06746756538,13.8418709731,-7.05369191782
-6.46932703942e+35,0.932820653905,-2.01784413209,18.0640079412,-3.61295469084
-6.91766744077e+35,-1.82227808508,2.25473578114,18.6347753442,3.42574723777
-7.39104050855e+35,-4.72103613414,6.42868401133,15.9432758916,8.75562635431
-7.89061271798e+35,-7.69463789943,10.1718584249,10.8170016776,7.32551751424
-8.41759318289e+35,-10.6680524915,13.169826791,4.13873400638,0.178038599445
-8.97323461741e+35,-13.5617562024,15.154577142,-3.23794848323,-6.04963536632
-9.55883428888e+35,-16.2936972467,15.9309455211,-10.3025599792,-6.24652017325
-1.01757349591e+36,-18.7814489728,15.3981005092,-15.7267419287,-2.23492220521
-1.08253258109e+36,-20.9444945202,13.5636376194,-18.0605097098,0.33980920984
-1.15090433563e+36,-22.7065887673,10.5483003641,-16.3435237999,-0.24021790068
-1.22283723231e+36,-23.9981455412,6.58012945497,-10.8009075935,0.286976936071
-1.29848465139e+36,-24.7585969404,1.97790344068,-3.10715300098,5.20665874596
-1.37800496351e+36,-24.9386627676,-2.87500784983,4.12251726684,10.0711908304
-1.46156160874e+36,-24.5024486259,-7.56395439653,8.50137994241,6.49948018257
-1.54932317142e+36,-23.4292691329,-11.6800074881,9.11459797225,-6.57782617575
-1.64146344991e+36,-21.7150861018,-14.8567237497,7.05592912506,-18.4758129962
-1.7381615206e+36,-19.3734693484,-16.8029943559,4.77938968505,-16.4242992876
-1.83960179518e+36,-16.4360180667,-17.329009759,4.51503466858,0.645096247727
-1.94597407038e+36,-12.952212339,-16.3632714804,6.68205270987,19.674133979
-2.0574735689e+36,-8.98869467421,-13.9595328437,9.35378118858,25.0058964746
-2.17430097058e+36,-4.62800475379,-10.2934031368,9.26390905364,11.8782104277
-2.29666243237e+36,0.0331945086909,-5.64905930519,3.90422359228,-10.3346969895
-2.42476959573e+36,4.88635052564,-0.397128723851,-6.4859895092,-26.0837106662
-2.55883957999e+36,9.8136573676,5.03464995811,-18.3038340937,-24.7190784889
-2.6990949599e+36,14.6910305137,10.1958829777,-25.9086578352,-6.93388728639
-2.8457637257e+36,19.391346252,14.6505395791,-24.3757372143,16.0031319813
-2.99907922372e+36,23.7878662382,18.0136848637,-12.2857611188,29.1227489775
-3.15928007549e+36,27.7577622317,19.9849471159,6.97372982225,23.2978592465
-3.32661007319e+36,31.1856397572,20.375696575,26.1870188231,1.80841718122
-3.50131804911e+36,33.9669429345,19.1271581896,37.2286511866,-21.0261529626
-3.6836577168e+36,36.0111241452,16.3174349137,34.6585192552,-29.2767238274
-3.8738874812e+36,37.2444758417,12.1565194713,18.3691579716,-17.1555244163
-4.0722702153e+36,37.6125362203,6.96955760847,-5.99511758262,5.82901783276
-4.27907300036e+36,37.0819972674,1.16978981377,-29.1581613201,22.0163494182
-4.494566827e+36,35.6420641654,-4.77636474748,-42.0102890165,20.4048688486
-4.71902625396e+36,33.3052322548,-10.3888902294,-39.4361168032,5.62588959603
-4.9527290216e+36,30.1074565931,-15.2149141647,-22.4968496428,-8.03333295128
-5.19595561687e+36,26.1076981031,-18.8670887893,2.0010124246,-11.05494017
-5.44898878641e+36,21.3868475749,-21.0562891398,24.3913455533,-6.08072689431
-5.71211299446e+36,16.0460489753,-21.6157556504,36.2330248903,-1.72682651496
-5.98561382208e+36,10.2044607486,-20.5145550656,33.7788559807,-1.8263595528
-6.26977730413e+36,3.9965065642,-17.8592161608,19.2955811636,-2.5693074685
-6.56488920046e+36,-2.43132262793,-13.8834888871,-0.283852121543,0.921465751915
-6.87123419758e+36,-8.92404053343,-8.9272168314,-16.6394429456,7.71676885865
-7.18909503719e+36,-15.3220243484,-3.40624811222,-23.6896581832,11.6159642794
-7.51875156777e+36,-21.4650666511,2.22388635736,-19.9368012766,7.54151262773
-7.86047971558e+36,-27.1965234591,7.50723259128,-8.6108338399,-3.17828539864
-8.21455037117e+36,-32.3674569347,12.0261047979,4.25880610875,-13.262684743
-8.58122818767e+36,-36.8406629887,15.4358716526,12.8105521831,-14.958843681
-8.96077028715e+36,-40.4944671128,17.4929580144,13.9388026195,-6.30956662582
-9.35342487114e+36,-43.2261733431,18.0737966833,8.35229329335,6.68473190788
-9.75942973161e+36,-44.9550643158,17.1831678328,-0.263445929566,14.4244040523
-1.01790106586e+37,-45.624868755,14.9511971724,-7.4078818741,11.6976844431
-1.0612379741e+37,-45.2056268853,11.6192953078,-10.0522696644,2.1110039602
-1.10597335559e+37,-43.6948943188,7.51639644888,-7.88310079832,-5.90045756382
-1.1521251244e+37,-41.1182342354,3.02782674174,-2.98697656589,-7.61463541771
-1.19970924662e+37,-37.5289591308,-1.44014851671,1.66072193709,-5.61089808055
-1.24873952375e+37,-33.0071040954,-5.49673704886,3.92706888206,-4.52892676854
-1.29922736356e+37,-27.6576425364,-8.80071858386,3.48729524277,-4.05851840972
-1.35118153786e+37,-21.6079832072,-11.0893089468,1.60733144276,0.389191947787
-1.4046079268e+37,-15.004810492,-12.1994008991,0.0640603988918,9.69384256569
-1.45950924944e+37,-8.01034992867,-12.0794949546,-0.0336038248151,16.305873573
-1.51588477998e+37,-0.798158453441,-10.7914607086,1.17830236712,10.730686498
-1.57373004924e+37,6.45144609169,-8.50216297996,2.59199140153,-6.55934957311
-1.63303653108e+37,13.5561870789,-5.46589819951,2.96546964173,-22.072861693
-1.69379131311e+37,20.3367241388,-1.99938482596,1.75511763447,-20.923816431
-1.75597675141e+37,26.6215026228,1.54837540835,-0.536294637721,-2.1206431588
-1.81957010857e+37,32.2514223768,4.82865655346,-2.65549547727,18.9032900862
-1.88454317475e+37,37.0841929552,7.52505389909,-3.34439656709,24.1788417869
-1.95086187111e+37,40.9982454401,9.38208597835,-2.11049044532,9.98371079715
-2.01848583518e+37,43.8960767173,10.2276979221,0.410001459943,-10.2070813027
-2.08736798752e+37,45.7069163629,9.98760955505,2.72370052286,-19.1220336304
-2.15745407931e+37,46.3886330897,8.69034784314,3.28862789647,-11.5679441198
-2.22868222001e+37,45.9288308432,6.46281262121,1.44680303345,2.58789503936
-2.30098238469e+37,44.3451123794,3.51710805748,-2.06936349529,9.77302554347
-2.3742759004e+37,41.684506588,0.130033587988,-5.4249473464,5.90009790428
-2.44847491065e+37,38.0220745637,-3.38283739999,-6.66418945323,-1.41278295718
-2.52348181758e+37,33.4587346514,-6.69611185185,-4.8281878118,-2.53477106126
-2.59918870084e+37,28.1183744917,-9.50390576003,-0.541669499849,3.28027893305
-2.67547671237e+37,22.1443439291,-11.5468614843,4.28282253172,7.28135287288
-2.7522154462e+37,15.6954422482,-12.6344362561,7.4455898198,1.64813734292
-2.82926228225e+37,8.94152282435,-12.6606029223,7.57880998224,-10.306069854
-2.90646170307e+37,2.05883830369,-11.6118603471,4.75865937505,-16.0221686496
-2.98364458232e+37,-4.7747513731,-9.56720699261,0.33357347594,-6.82349208183
-3.06062744367e+37,-11.3845798334,-6.69034097994,-3.82520766026,11.4339914171
-3.13721168889e+37,-17.6038523285,-3.21490229187,-6.18131498668,22.2543947023
-3.21318279339e+37,-23.2780773687,0.575859726434,-6.09737769997,14.1481504259
-3.28830946778e+37,-28.269138199,4.37318882501,-3.92706397317,-7.18367087018
-3.3623427836e+37,-32.4588900702,7.86876083719,-0.669421080979,-22.8623507961
-3.43501526135e+37,-35.7521665748,10.780557827,2.59596059293,-18.4720010999
-3.50603991885e+37,-38.0790960749,12.8766891653,5.14226637082,1.44357295793
-3.57510927768e+37,-39.396667946,13.9950295929,6.63151493667,17.5790698701
-3.64189432555e+37,-39.6895223474,14.0567239733,6.8350719166,15.8315988399
-3.70604343203e+37,-38.9699609496,13.0721608959,5.40601022168,1.59711797897
-3.76718121518e+37,-37.277201046,11.1387338455,2.00285181471,-8.24282551478
-3.82490735625e+37,-34.6759162656,8.43056443441,-3.25036838838,-5.80389039695
-3.87879535961e+37,-31.254114467,5.18133622302,-9.2819565101,0.326926480618
-3.92839125485e+37,-27.1204052382,1.66223220183,-14.0015233155,-0.975090181383
-3.97321223792e+37,-22.4007221975,-1.8426123587,-14.9351228013,-7.5606952838
-4.01274524783e+37,-17.2345909973,-5.06076294485,-10.4575414322,-7.30425780648
-4.04644547553e+37,-11.7710553235,-7.75409292132,-1.01177981387,4.63776595689
-4.07373480115e+37,-6.16437951743,-9.73745321834,10.5070405332,17.6584530079
-4.09400015601e+37,-0.569645069842,-10.8918838337,19.6691490213,16.9486668188
-4.10659180519e+37,4.8616400888,-11.1714216316,22.4296558952,0.214276330713
-4.11082154675e+37,9.98579457344,-10.6032761678,17.094141358,-19.1475871757
-4.10596082317e+37,14.670951212,-9.28182244587,5.28184964915,-24.6001776466
-4.09123874078e+37,18.8006569676,-7.35737763381,-8.64412912328,-11.0484821671
-4.06583999249e+37,22.2769749027,-5.02106633096,-19.415960736,11.3970515413
-4.02890267922e+37,25.0229971485,-2.48723363597,-23.0789448544,25.8021444891
-3.97951602517e+37,26.9846991566,0.0250929833059,-18.563356194,21.2511623027
-3.91671798187e+37,28.13208027,2.31016056233,-7.97389579571,0.935277423265
-3.83949271592e+37,28.4595483559,4.19138761729,4.41960943962,-19.8847733796
-3.74676797518e+37,27.9855311186,5.53402646437,13.9961932751,-25.0812764244
-3.63741232767e+37,26.7513326205,6.25389822265,17.6406793458,-10.6245494025
-3.51023226786e+37,24.8192884182,6.32195618948,14.883432988,11.1598059472
-3.36396918422e+37,22.2703025722,5.76476630906,7.86271496366,21.5625364651
-3.19729618226e+37,19.2008739121,4.66120369241,0.161834666616,12.5173056425
-3.00881475683e+37,15.7197353122,3.13575713707,-4.92374709547,-5.62189956375
-2.79705130726e+37,11.9442358832,1.34883329359,-5.88283662092,-14.658485611
-2.56045348906e+37,7.99659154692,-0.515579671062,-3.56458656438,-7.32675699959
-2.29738639546e+37,4.00012168474,-2.2644557465,-0.575592276315,5.96212637458
-2.00612856208e+37,0.0755829380926,-3.7118171294,0.211724327732,9.75220061209
-1.68486778791e+37,-3.66229724073,-4.69539122047,-2.69539406622,0.820605315857
-1.33169676572e+37,-7.10799676395,-5.09257653438,-8.45333202891,-9.4499982665
-9.4460851482e+36,-10.1680098172,-4.83425425841,-14.1396035277,-9.06688206173
-5.21491609321e+36,-12.7632332079,-3.91490297158,-16.1398493799,1.37945159322
-6.01251947361e+35,-14.8308801736,-2.39753025649,-11.9864695249,10.7710583245
4.41826213925e+36,-16.325880433,-0.412180346188,-1.72598382259,10.3411689618
9.86818159496e+36,-17.2217324619,1.85271082164,11.8620571449,1.7588308696
1.57743190217e+37,-17.5107881383,4.16603295841,24.2803243301,-6.91932309272
2.21638031778e+37,-17.2039692388,6.27574194098,31.0650097522,-9.94257031499
2.90651404115e+37,-16.3299343915,7.93465400772,29.4953321405,-7.02348124928
3.65082786069e+37,-14.9337347057,8.92758472987,19.5743858989,-0.596166909865
4.4524673699e+37,-13.0750154326,9.0966963365,3.96055294941,6.44938034203
5.31473588122e+37,-10.8258347302,8.36193078105,-13.0157581087,10.4306746794
6.24110160721e+37,-8.26817814194,6.73387066997,-26.7874501535,7.79294363972
7.23520511347e+37,-5.49125541212,4.31715213009,-33.9075544422,-1.14121536133
8.30086704736e+37,-2.5886759418,1.30355478657,-32.9334943031,-10.2271775754
9.44209614588e+37,0.344401279376,-2.044868393,-24.6342449849,-11.6612556577
1.06630975255e+38,3.21405934123,-5.42094663956,-11.5246732235,-3.43409296838
1.19682812559e+38,5.93028304727,-8.50310451265,3.03634609663,7.62984652414
1.33622712199e+38,8.40941909153,-10.9882584493,15.8132679199,11.560367424
1.48499142588e+38,10.5763777213,-12.6232704443,24.4137427454,4.98975211291
1.64362896045e+38,12.366528414,-13.2314826669,27.6295358116,-5.14304735907
1.81267185972e+38,13.7272538565,-12.731417696,25.4381889082,-8.69108094674
1.99267746862e+38,14.6191362456,-11.1456450584,18.7872779449,-3.06476899465
2.18422937127e+38,15.0167578173,-8.5989580318,9.27999930561,4.36573561549
2.38793844702e+38,14.9091073543,-5.3061868702,-1.15582613389,5.12910702527
2.60444395377e+38,14.2995998461,-1.55102414213,-10.5691134219,-0.591396826733
2.83441463824e+38,13.2057299921,2.34186219211,-17.2629975334,-4.93046192172
3.07854987228e+38,11.6583842063,6.03841798058,-20.0876752227,-2.51677694563
3.33758081473e+38,9.70083724136,9.22709348188,-18.7245938276,3.17222868717
3.61227159786e+38,7.38746270033,11.6476769489,-13.8362238183,4.96879312904
3.90342053746e+38,4.78218760904,13.1141244032,-6.94362398365,1.22222912474
4.21186136553e+38,1.95672236982,13.5291886981,0.00979338582953,-2.93233678874
4.53846448434e+38,-1.01139521762,12.8896983561,5.30393863227,-2.8816671193
4.88413824067e+38,-4.04089155691,11.282503749,8.05431792563,-0.111072650229
5.2498302186e+38,-7.04892646912,8.8721462449,8.49047127791,0.766656261714
5.63652854941e+38,-9.95327844718,5.88210227226,7.71759933091,-1.2875759319
6.04526323682e+38,-12.6744810813,2.57198375402,7.04786451619,-2.37778492604
6.47710749555e+38,-15.1378488893,-0.786761902648,7.22619011117,0.712115960251
6.93317910135e+38,-17.2753439603,-3.93432299099,7.94453427487,5.4297416944
7.41464174997e+38,-19.0272484912,-6.64323602031,7.9328535061,5.91187377235
7.92270642282e+38,-20.3436128533,-8.73481915059,5.6651779038,0.326760859328
8.4586327565e+38,-21.1854479153,-10.0902388043,0.381450771837,-6.28782181284
9.02373041339e+38,-21.5256333903,-10.6556571524,-7.1337516558,-7.64033112339
9.61936045007e+38,-21.3495213873,-10.4414964728,-14.5346880785,-3.19252626603
1.02469366802e+39,-20.655224545,-9.51641631817,-18.8033881947,2.18402726725
1.09079270283e+39,-19.4535903586,-7.99706569364,-17.6751795762,4.64211130176
1.16038548696e+39,-17.7678709383,-6.03493225314,-10.8702588341,4.91852986648
1.23363003531e+39,-15.6330994962,-3.80165924852,-0.438382813562,4.89545781212
1.31069017017e+39,-13.0951879205,-1.47414460484,10.017362342,3.20913059509
1.39173564845e+39,-10.2097670065,0.779367039394,16.8659334647,-2.7444474357
1.47694228565e+39,-7.04080002312,2.81115417105,17.966551385,-10.6502242206
1.56649207583e+39,-3.65900576299,4.50307854126,13.4694166028,-12.5279850524
1.66057330705e+39,-0.140128460463,5.77241356095,5.58691687491,-3.08382647686
1.75938067147e+39,3.43690689957,6.57435247708,-2.48078958741,11.8445679244
1.86311536938e+39,6.99191340671,6.901385387,-7.92556180319,18.5253939552
1.9719852063e+39,10.4453923833,6.77994518058,-9.39679183705,9.16635423695
2.08620468228e+39,13.7204690735,6.26485906712,-7.33504191697,-8.60723802007
2.2059950724e+39,16.7447639147,5.43220543774,-3.51957777348,-18.42948252
2.33158449751e+39,19.4521461153,4.37120054333,-0.115636387922,-11.7311330225
2.46320798391e+39,21.7843169982,3.17576861628,1.32217204511,3.88848092513
2.60110751109e+39,23.6921753839,1.93647305186,0.469790050504,13.3607734748
2.74553204593e+39,25.1369262272,0.733488647231,-1.74382973332,9.66546465473
2.89673756232e+39,26.090904775,-0.36876435548,-3.67050399401,-0.755114986313
3.05498704455e+39,26.5380966546,-1.32488286107,-3.77906982719,-6.96475479404
3.22055047317e+39,26.4743393755,-2.10947005359,-1.4314940806,-5.12891394985
3.39370479155e+39,25.9071976838,-2.71594587777,2.74853005116,-0.0857511047949
3.57473385169e+39,24.8555188861,-3.15344995283,7.1097027822,2.37814601826
3.76392833729e+39,23.3486900802,-3.44224306435,9.72739913373,1.62273890936
3.96158566245e+39,21.4256262896,-3.60821499469,9.30451651956,0.274314172511
4.16800984397e+39,19.1335177735,-3.67730992473,5.75387256337,-0.542867649182
4.38351134514e+39,16.5263699915,-3.6706831841,0.205758347173,-1.40250561239
4.60840688905e+39,13.6633901035,-3.60112024372,-5.46884164434,-1.45941442212
4.843019239e+39,10.6072950194,-3.4709242659,-9.34131322407,1.02568705317
5.08767694375e+39,7.42261416052,-3.27141814526,-10.0960937725,4.26782523781
5.34271404505e+39,4.17404210607,-2.98427405952,-7.54313947523,3.0513998972
5.60846974482e+39,0.924883792832,-2.58477283637,-2.78358189362,-3.65579419069
5.88528802921e+39,-2.26437294196,-2.04683440712,2.13798715427,-8.26099417229
6.17351724652e+39,-5.33733470868,-1.34939670576,5.05163729831,-2.92098551642
6.47350963594e+39,-8.242817088,-0.483429890399,4.64660512384,8.32487787562
6.78562080366e+39,-10.9357833076,0.541465617575,1.18496772941,11.7397527598
7.11020914297e+39,-13.3780909969,1.69213059817,-3.4446415327,0.748187928201
7.44763519451e+39,-15.5390346283,2.90974287182,-6.48273587003,-13.7438087465
7.7982609428e+39,-17.3956762858,4.11136685926,-5.61263783339,-14.6089053714
8.16244904482e+39,-18.9329577251,5.19554181175,-0.2203774514,1.07540483441
8.54056198646e+39,-20.1435851209,6.05174863066,8.06657971399,17.39070192
8.93296116193e+39,-21.0276807226,6.57295666738,15.8985048942,16.8608298758
9.34000587175e+39,-21.592206791,6.66979023684,19.5797855686,-0.379101131665
9.76205223396e+39,-21.8501829763,6.28434346524,16.6769425215,-17.0783621619
1.01994520036e+40,-21.8197319684,5.40148854536,7.14317894256,-17.3649477417
1.0652551295e+40,-21.5229972132,4.05572862776,-6.510851101,-2.31517803355
1.11216892012e+40,-20.9849846774,2.33216493542,-20.0587748034,12.892505549
1.16071963051e+40,-20.2323895785,0.360888020117,-29.0716973337,14.9970724566
1.21093930761e+40,-19.2924686161,-1.69493063191,-30.4907485894,4.52863841867
1.26285881466e+40,-18.1920047147,-3.65590387733,-23.6321444284,-7.02880831333
1.31650764619e+40,-16.9563951727,-5.34604795302,-10.2882883508,-9.80290642262
1.37191372973e+40,-15.6088818114,-6.61249830779,5.99022319906,-4.27702767368
1.42910321369e+40,-14.169934527,-7.34267639388,21.0398104639,1.74381003395
1.48810024054e+40,-12.6568003099,-7.47673124842,31.1966384588,2.87040499032
1.54892670492e+40,-11.083235359,-7.01386499162,34.0749213576,1.11921952837
1.61160199576e+40,-9.45943854117,-6.0120046351,28.9607329288,1.42347625867
1.67614272177e+40,-7.79219694662,-4.58105940243,16.9186080827,4.22217800076
1.74256241966e+40,-6.08524554453,-2.87070212255,0.657120509768,4.51033638579
1.81087124413e+40,-4.33983478386,-1.0541822869,-15.9194271586,-1.386391813
1.88107563907e+40,-2.55548837216,0.689983228741,-28.5450649956,-9.54700739097
1.95317798883e+40,-0.730917355219,2.19651458583,-33.7199397201,-11.0519886043
2.02717624888e+40,1.13496052482,3.33026022014,-29.8248487426,-1.82558037811
2.10306355481e+40,3.04195725874,3.99986948511,-17.8125243399,11.1325885043
2.18082780848e+40,4.98756871754,4.1669018215,-1.14211743552,15.4090687923
2.26045124043e+40,6.96600701785,3.84942596352,15.1534109387,6.03063056327
2.34190994704e+40,8.96737044711,3.11970063163,26.0573533261,-8.4990591744
2.42517340131e+40,10.9770062137,2.09611715749,28.2920230928,-14.5977467168
2.51020393572e+40,12.9751123066,0.93014666879,21.5054676186,-7.70532714111
2.59695619554e+40,14.93661348,-0.210453563633,8.40847203795,3.73428106916
2.68537656106e+40,16.8313350462,-1.16049201169,-6.23596685852,8.55214755162
2.77540253675e+40,18.6244836191,-1.77631989347,-17.3929827222,4.79281219147
2.86696210552e+40,20.2774248736,-1.95297516136,-21.6066678926,-0.35936006513
2.95997304598e+40,21.7487290999,-1.63769434045,-18.1831089609,-0.86893159691
3.05434221047e+40,22.9954430376,-0.838257341817,-9.23080968365,1.35891065363
3.14996476158e+40,23.9745435458,0.375012518818,1.43351948857,0.773189331704
3.24672336468e+40,24.6445276933,1.87423009942,9.9876372952,-3.57899235859
3.34448733388e+40,24.9670897749,3.48580715755,14.1072063663,-6.80152345261
3.44311172877e+40,24.9088294015,5.00824290516,13.5977575406,-4.48508202526
3.54243639909e+40,24.4429273603,6.23409081929,9.963991887,2.09256977931
3.64228497445e+40,23.5507196399,6.97371005663,5.28090834371,7.67351034033
3.74246379616e+40,22.2230944727,7.07803993331,1.04751697402,8.28238671889
3.84276078793e+40,20.4616336535,6.45760853648,-2.36951023289,3.85287677949
3.94294426251e+40,18.2794235718,5.09537866584,-5.47445373838,-2.90270757519
4.04276166076e+40,15.7014761718,3.0518152496,-8.80732858919,-8.38144653084
4.1419382202e+40,12.7647240543,0.461589160742,-12.1002788845,-9.32147418451
4.2401755694e+40,9.5175806956,-2.47760918924,-14.0036639685,-4.48341226835
4.337150245e+40,6.0190774753,-5.5228110537,-12.652166779,3.55124460189
4.43251212803e+40,2.3376011411,-8.40815988037,-6.84590174939,9.2874366953
4.52588279581e+40,-1.45073676067,-10.8697265457,2.81045326351,8.72855505859
4.61685378632e+40,-5.26405666337,-12.6703793279,13.5650133561,3.11170655893
4.70498477123e+40,-9.01694028601,-13.6223754308,21.3611206233,-2.69168641462
4.78980163427e+40,-12.6228669702,-13.6055682882,22.5960969889,-5.47884953877
4.87079445141e+40,-15.9967771812,-12.5794934044,15.9660270247,-6.0666660578
4.94741536913e+40,-19.0576721763,-10.5881459576,3.41335646234,-6.04630692327
5.01907637744e+40,-21.731158055,-7.75701709443,-10.4362724586,-4.19942921885
5.08514697391e+40,-23.9518466796,-4.28275633727,-20.1992758333,1.7524403422
5.14495171525e+40,-25.6655278078,-0.416504051389,-22.1205781544,10.1299313296
5.19776765271e+40,-26.8310282268,3.55753630312,-15.7415603735,14.2282326657
5.24282164787e+40,-27.4216818659,7.34629689935,-4.0427750983,8.11421875774
5.27928756511e+40,-27.4263501915,10.6725519009,7.96345292052,-6.18034161093
5.30628333716e+40,-26.8499500807,13.2978237671,15.47411092,-18.2060510905
5.32286790021e+40,-25.713463153,15.0414064741,15.9156347294,-17.3600311477
5.32803799486e+40,-24.0534145143,15.793891929,9.86839940787,-2.86751207099
5.32072482942e+40,-21.9208257345,15.5241647761,0.563441839573,14.2333703702
5.29979060185e+40,-19.3796698444,14.2794203629,-7.73948431241,20.0536065049
5.26402487684e+40,-16.5048784745,12.178386155,-11.6970899076,10.2385577402
5.21214081444e+40,-13.3799682671,9.39857387787,-10.2439662481,-6.02718794446
5.14277124658e+40,-10.0943657563,6.15897172272,-4.78978774529,-14.833939563
5.05446459828e+40,-6.74052073118,2.69998881191,1.72747285777,-10.6681103892
4.94568064974e+40,-3.41090943169,-0.737371783275,6.36109777684,-0.428672444611
4.8147861362e+40,-0.195035764915,-3.93115925683,7.47216025208,5.43803426135
4.66005018224e+40,2.82346102663,-6.69517260288,5.26639106158,4.16257089181
4.47963956716e+40,5.56948589391,-8.89131579889,1.40792665009,1.48541708782
4.27161381854e+40,7.97885034053,-10.4367576821,-1.99552724011,2.40596612846
4.03392013085e+40,10.0002208165,-11.3056139544,-3.47362534121,4.47137193113
3.76438810629e+40,11.596576083,-11.5253390733,-2.78848581777,2.07787743209
3.46072431514e+40,12.7461238364,-11.1684136959,-0.797194627597,-4.75693931464
